#Genome,TE,Weight_count,Weight_length
Lepeophtheirus_salmonis,Penelope,1620,413848
Lepeophtheirus_salmonis,PiggyBac,8483,2705173
Lepeophtheirus_salmonis,PiggyBac-A,1,100
Lepeophtheirus_salmonis,Proto1,1,100
Lepeophtheirus_salmonis,Proto2,4,499
Lepeophtheirus_salmonis,R1,972,260977
Lepeophtheirus_salmonis,R1-LOA,2644,506611
Lepeophtheirus_salmonis,R2,1026,436905
Lepeophtheirus_salmonis,R2-NeSL,6,877
Lepeophtheirus_salmonis,RTE,22,15950
Lepeophtheirus_salmonis,RTE-BovB,341,140014
Lepeophtheirus_salmonis,RTE-ORTE,348,55650
Lepeophtheirus_salmonis,RTE-RTE,108,26301
Lepeophtheirus_salmonis,RTE-X,157,45467
Lepeophtheirus_salmonis,Retroposon,12407,2113482
Lepeophtheirus_salmonis,Sola,1631,598112
Lepeophtheirus_salmonis,Sola-1,19043,4614534
Lepeophtheirus_salmonis,Sola-2,8218,1580611
Lepeophtheirus_salmonis,Sola-3,2,205
Lepeophtheirus_salmonis,Tad1,3,417
Lepeophtheirus_salmonis,TcMar,1345,279402
Lepeophtheirus_salmonis,TcMar-Fot1,6437,1208241
Lepeophtheirus_salmonis,TcMar-Gizmo,1,107
Lepeophtheirus_salmonis,TcMar-ISRm11,739,163108
Lepeophtheirus_salmonis,TcMar-Mariner,52179,15865773
Lepeophtheirus_salmonis,TcMar-Pogo,1427,215842
Lepeophtheirus_salmonis,TcMar-Sagan,1,101
Lepeophtheirus_salmonis,TcMar-Stowaway,1,140
Lepeophtheirus_salmonis,TcMar-Tc1,208936,62680414
Lepeophtheirus_salmonis,TcMar-Tc2,399,78674
Lepeophtheirus_salmonis,TcMar-Tc4,1,105
Lepeophtheirus_salmonis,TcMar-Tigger,2473,385168
Lepeophtheirus_salmonis,TcMar-m44,1,104
Lepeophtheirus_salmonis,Zator,239,62054
Lepeophtheirus_salmonis,Zisupton,4,476
Lepeophtheirus_salmonis,hAT,13294,4228575
Lepeophtheirus_salmonis,hAT-Ac,83980,17080084
Lepeophtheirus_salmonis,hAT-Blackjack,1749,361005
Lepeophtheirus_salmonis,hAT-Charlie,46947,12154031
Lepeophtheirus_salmonis,hAT-Pegasus,18,2841
Lepeophtheirus_salmonis,hAT-Tag1,772,280241
Lepeophtheirus_salmonis,hAT-Tip100,20642,4611770
Lepeophtheirus_salmonis,hAT-Tol2,601,152753
Lepeophtheirus_salmonis,hAT-hAT19,66265,15998598
Lepeophtheirus_salmonis,hAT-hAT6,747,196022
Lepeophtheirus_salmonis,hAT-hATm,34032,10153288
Lepeophtheirus_salmonis,hAT-hATw,2,608
Lepeophtheirus_salmonis,hAT-hATx,2454,588559
Lepeophtheirus_salmonis,hAT-hobo,2,216
Lingula_anatina,Academ,763,247524
Lingula_anatina,Academ-1,291,91798
Lingula_anatina,Bhikhari,9,1054
Lingula_anatina,CMC-Chapaev,28,4511
Lingula_anatina,CMC-EnSpm,2748,716030
Lingula_anatina,CMC-Mirage,3,318
Lingula_anatina,CMC-Transib,3821,1786018
Lingula_anatina,CR1,1960,622923
Lingula_anatina,CR1-Zenon,212,73772
Lingula_anatina,CRE,2,226
Lingula_anatina,CRE-II,1,100
Lingula_anatina,Caulimovirus,795,197173
Lingula_anatina,Copia,7019,2223616
Lingula_anatina,Crypton,2,297
Lingula_anatina,Crypton-C,5,790
Lingula_anatina,Crypton-H,173,44573
Lingula_anatina,Crypton-R,1227,405834
Lingula_anatina,Crypton-S,20,2825
Lingula_anatina,Crypton-V,54,23785
Lingula_anatina,DIRS,479,159948
Lingula_anatina,DNA,4376,1383259
Lingula_anatina,Dada,1524,574356
Lingula_anatina,Deceiver,97,28826
Lingula_anatina,Dong-R4,25,9595
Lingula_anatina,ERV-Foamy,1,113
Lingula_anatina,ERV1,798,284647
Lingula_anatina,ERV4,984,284175
Lingula_anatina,ERVK,601,157512
Lingula_anatina,ERVL,285,66838
Lingula_anatina,Ginger,227,41112
Lingula_anatina,Gypsy,13369,5295560
Lingula_anatina,Gypsy-Cigr,277,149263
Lingula_anatina,Gypsy-Troyka,19,13748
Lingula_anatina,Helitron,11641,2973677
Lingula_anatina,I,1945,617620
Lingula_anatina,I-Jockey,310,87876
Lingula_anatina,IS3EU,6,754
Lingula_anatina,Jockey,189,57854
Lingula_anatina,Kolobok-E,227,86832
Lingula_anatina,Kolobok-Hydra,160,42921
Lingula_anatina,Kolobok-T2,606,169583
Lingula_anatina,L1,3933,1836981
Lingula_anatina,L1-DRE,106,28904
Lingula_anatina,L1-Tx1,1169,536390
Lingula_anatina,L2,5079,1737634
Lingula_anatina,LINE,12,1683
Lingula_anatina,LTR,5,605
Lingula_anatina,MIR,1,100
Lingula_anatina,MULE,63,34612
Lingula_anatina,MULE-MuDR,1902,710459
Lingula_anatina,MULE-NOF,221,74400
Lingula_anatina,Maverick,1986,865001
Lingula_anatina,Merlin,2732,669793
Lingula_anatina,MuLE-MuDR,9,2453
Lingula_anatina,Ngaro,79,28908
Lingula_anatina,P,1888,459604
Lingula_anatina,PIF-HarbS,5,703
Lingula_anatina,PIF-Harbinger,1176,464204
Lingula_anatina,PIF-ISL2EU,703,339060
Lingula_anatina,PIF-Spy,215,72392
Lingula_anatina,Pao,3957,1310611
Lingula_anatina,Penelope,1710,586703
Lingula_anatina,PiggyBac,875,290038
Lingula_anatina,Proto1,1,173
Lingula_anatina,Proto2,265,55736
Lingula_anatina,R1,248,59522
Lingula_anatina,R2,6,1192
Lingula_anatina,R2-Hero,2,270
Lingula_anatina,R2-NeSL,201,68141
Lingula_anatina,RTE-BovB,1066,314919
Lingula_anatina,RTE-ORTE,2,212
Lingula_anatina,RTE-RTE,344,156733
Lingula_anatina,RTE-X,3010,1169209
Lingula_anatina,Rex-Babar,1895,654334
Lingula_anatina,Sola,84,34081
Lingula_anatina,Sola-1,947,367654
Lingula_anatina,Sola-2,1386,530481
Lingula_anatina,Sola-3,297,61795
Lingula_anatina,Tad1,3,350
Lingula_anatina,TcMar,1,161
Lingula_anatina,TcMar-Fot1,888,264452
Lingula_anatina,TcMar-ISRm11,965,287443
Lingula_anatina,TcMar-Mariner,846,302936
Lingula_anatina,TcMar-Mogwai,4,448
Lingula_anatina,TcMar-Pogo,5,644
Lingula_anatina,TcMar-Stowaway,228,43148
Lingula_anatina,TcMar-Tc1,11643,5187663
Lingula_anatina,TcMar-Tc2,312,95218
Lingula_anatina,TcMar-Tc4,8,1264
Lingula_anatina,TcMar-Tigger,75,40847
Lingula_anatina,TcMar-m44,140,79553
Lingula_anatina,Zator,1314,393538
Lingula_anatina,Zisupton,6,1108
Lingula_anatina,hAT,813,250316
Lingula_anatina,hAT-Ac,846,224535
Lingula_anatina,hAT-Blackjack,828,128852
Lingula_anatina,hAT-Charlie,319,89386
Lingula_anatina,hAT-Tag1,24,17228
Lingula_anatina,hAT-Tip100,5774,1465320
Lingula_anatina,hAT-hAT19,6,1186
Lingula_anatina,hAT-hAT5,189,63866
Lingula_anatina,hAT-hATm,1276,462251
Lingula_anatina,hAT-hATw,133,50181
Lingula_anatina,hAT-hATx,149,60239
Lingula_anatina,hAT-hobo,149,48364
Litomosoides_sigmodontis,Academ,6,1004
Litomosoides_sigmodontis,Academ-1,32,5406
Litomosoides_sigmodontis,B4,1,303
Litomosoides_sigmodontis,Bhikhari,5,667
Litomosoides_sigmodontis,CMC-Chapaev,2,209
Litomosoides_sigmodontis,CMC-EnSpm,115,18383
Litomosoides_sigmodontis,CMC-Mirage,1,105
Litomosoides_sigmodontis,CMC-Transib,32,5679
Litomosoides_sigmodontis,CR1,56,10966
Litomosoides_sigmodontis,CRE-Ambal,1,179
Litomosoides_sigmodontis,Caulimovirus,11,3104
Litomosoides_sigmodontis,Copia,300,67178
Litomosoides_sigmodontis,Crypton,2,313
Litomosoides_sigmodontis,Crypton-A,1,165
Litomosoides_sigmodontis,Crypton-C,1,141
Litomosoides_sigmodontis,Crypton-H,3,365
Litomosoides_sigmodontis,Crypton-S,4,675
Litomosoides_sigmodontis,Crypton-V,19,3458
Litomosoides_sigmodontis,DIRS,4,609
Litomosoides_sigmodontis,DNA,81,15111
Litomosoides_sigmodontis,Dong-R4,5,537
Litomosoides_sigmodontis,ERV1,74,10786
Litomosoides_sigmodontis,ERV4,1,113
Litomosoides_sigmodontis,ERVK,26,5670
Litomosoides_sigmodontis,Ginger,4,1066
Litomosoides_sigmodontis,Gypsy,444,77618
Litomosoides_sigmodontis,Helitron,134,24195
Litomosoides_sigmodontis,I,21,3302
Litomosoides_sigmodontis,I-Jockey,21,3661
Litomosoides_sigmodontis,Jockey,23,3758
Litomosoides_sigmodontis,Kolobok,2,226
Litomosoides_sigmodontis,Kolobok-E,2,294
Litomosoides_sigmodontis,Kolobok-Hydra,2,519
Litomosoides_sigmodontis,Kolobok-T2,11,2147
Litomosoides_sigmodontis,L1,102,15562
Litomosoides_sigmodontis,L1-DRE,3,313
Litomosoides_sigmodontis,L1-Tx1,35,6021
Litomosoides_sigmodontis,L2,106,20082
Litomosoides_sigmodontis,LTR,7,938
Litomosoides_sigmodontis,MULE,2,220
Litomosoides_sigmodontis,MULE-MuDR,66,12603
Litomosoides_sigmodontis,MULE-NOF,1,107
Litomosoides_sigmodontis,Maverick,75,11333
Litomosoides_sigmodontis,Merlin,2,282
Litomosoides_sigmodontis,Ngaro,1,237
Litomosoides_sigmodontis,P,22,3040
Litomosoides_sigmodontis,PIF-HarbS,8,1264
Litomosoides_sigmodontis,PIF-Harbinger,40,11009
Litomosoides_sigmodontis,PIF-ISL2EU,23,4049
Litomosoides_sigmodontis,PIF-Spy,4,735
Litomosoides_sigmodontis,Pao,238,55930
Litomosoides_sigmodontis,Penelope,27,4108
Litomosoides_sigmodontis,PiggyBac,6,818
Litomosoides_sigmodontis,R1,19,2487
Litomosoides_sigmodontis,R2,1,107
Litomosoides_sigmodontis,R2-Hero,5,784
Litomosoides_sigmodontis,R2-NeSL,7,1892
Litomosoides_sigmodontis,RTE-BovB,26,5395
Litomosoides_sigmodontis,RTE-ORTE,8,1116
Litomosoides_sigmodontis,RTE-RTE,1,212
Litomosoides_sigmodontis,RTE-X,19,3076
Litomosoides_sigmodontis,Sola,1,106
Litomosoides_sigmodontis,Sola-2,46,13188
Litomosoides_sigmodontis,Sola-3,1,116
Litomosoides_sigmodontis,Tad1,1,100
Litomosoides_sigmodontis,TcMar,5,1418
Litomosoides_sigmodontis,TcMar-Fot1,5,851
Litomosoides_sigmodontis,TcMar-IS630,25,10185
Litomosoides_sigmodontis,TcMar-ISRm11,13,4331
Litomosoides_sigmodontis,TcMar-Mariner,40,6827
Litomosoides_sigmodontis,TcMar-Tc1,93,16206
Litomosoides_sigmodontis,TcMar-Tc2,23,3380
Litomosoides_sigmodontis,TcMar-Tigger,28,4872
Litomosoides_sigmodontis,TcMar-m44,1,166
Litomosoides_sigmodontis,Zator,2,212
Litomosoides_sigmodontis,Zisupton,15,2736
Litomosoides_sigmodontis,hAT,42,17903
Litomosoides_sigmodontis,hAT-Ac,27,4362
Litomosoides_sigmodontis,hAT-Blackjack,3,352
Litomosoides_sigmodontis,hAT-Charlie,16,2115
Litomosoides_sigmodontis,hAT-Pegasus,2,215
Litomosoides_sigmodontis,hAT-Tag1,6,933
Litomosoides_sigmodontis,hAT-Tip100,17,2304
Litomosoides_sigmodontis,hAT-hAT19,6,691
Litomosoides_sigmodontis,hAT-hAT5,1,141
Litomosoides_sigmodontis,hAT-hATm,15,2961
Litomosoides_sigmodontis,hAT-hATw,1,103
Litomosoides_sigmodontis,hAT-hATx,9,1684
Litomosoides_sigmodontis,hAT-hobo,2,272
Loa_loa,Academ,5,1014
Loa_loa,Academ-1,53,17084
Loa_loa,Academ-2,2,436
Loa_loa,B4,1,302
Loa_loa,Bhikhari,6,739
Loa_loa,CMC-Chapaev,8,1070
Loa_loa,CMC-EnSpm,436,103996
Loa_loa,CMC-Transib,242,116533
Loa_loa,CR1,260,121501
Loa_loa,CR1-Zenon,15,12326
Loa_loa,CRE,27,4771
Loa_loa,CRE-Ambal,1,181
Loa_loa,CRE-II,14,2094
Loa_loa,Caulimovirus,30,9726
Loa_loa,Copia,568,174068
Loa_loa,Crypton,2,300
Loa_loa,Crypton-A,3,377
Loa_loa,Crypton-H,2,284
Loa_loa,Crypton-S,3,429
Loa_loa,Crypton-V,9,1383
Loa_loa,DIRS,11,1413
Loa_loa,DNA,243,119908
Loa_loa,Dada,1,135
Loa_loa,Dong-R4,2,231
Loa_loa,ERV-Foamy,1,131
Loa_loa,ERV1,343,76785
Loa_loa,ERVK,47,70989
Loa_loa,ERVL,4,527
Loa_loa,Ginger,30,7653
Loa_loa,Gypsy,2557,1048512
Loa_loa,Helitron,780,293375
Loa_loa,I,16,2325
Loa_loa,I-Jockey,132,109003
Loa_loa,Jockey,20,3366
Loa_loa,Kolobok-E,5,681
Loa_loa,Kolobok-Hydra,66,28194
Loa_loa,Kolobok-T2,37,25841
Loa_loa,L1,978,326403
Loa_loa,L1-DRE,3,364
Loa_loa,L1-Tx1,121,53207
Loa_loa,L2,475,176886
Loa_loa,LINE,4,561
Loa_loa,LTR,9,1329
Loa_loa,MULE,5,616
Loa_loa,MULE-F,1,152
Loa_loa,MULE-MuDR,969,411319
Loa_loa,MULE-NOF,42,22878
Loa_loa,Maverick,443,162544
Loa_loa,Merlin,2,279
Loa_loa,MuLE-MuDR,3,372
Loa_loa,Ngaro,3,347
Loa_loa,P,43,7459
Loa_loa,PIF-HarbS,6,1081
Loa_loa,PIF-Harbinger,222,107370
Loa_loa,PIF-ISL2EU,384,186733
Loa_loa,PIF-Spy,1,13565
Loa_loa,Pao,3440,2529106
Loa_loa,Penelope,99,25817
Loa_loa,PiggyBac,20,3071
Loa_loa,PiggyBac-A,1,129
Loa_loa,Proto1,1,136
Loa_loa,Proto2,4,477
Loa_loa,R1,28,4462
Loa_loa,R2,8,1554
Loa_loa,R2-Hero,7,1005
Loa_loa,R2-NeSL,8,1749
Loa_loa,RTE-BovB,1369,467231
Loa_loa,RTE-ORTE,84,53527
Loa_loa,RTE-RTE,5,812
Loa_loa,RTE-X,78,45786
Loa_loa,Sola-1,4,506
Loa_loa,Sola-2,52,9903
Loa_loa,Sola-3,2,245
Loa_loa,Tad1,98,31258
Loa_loa,TcMar,80,53797
Loa_loa,TcMar-Fot1,5,739
Loa_loa,TcMar-ISRm11,9,3100
Loa_loa,TcMar-Mariner,234,64336
Loa_loa,TcMar-Tc1,291,132335
Loa_loa,TcMar-Tc2,64,13008
Loa_loa,TcMar-Tc4,5,527
Loa_loa,TcMar-Tigger,90,37224
Loa_loa,TcMar-m44,2,346
Loa_loa,Zator,1,132
Loa_loa,Zisupton,21,3298
Loa_loa,hAT,38,7288
Loa_loa,hAT-Ac,92,20373
Loa_loa,hAT-Blackjack,8,1374
Loa_loa,hAT-Charlie,100,33671
Loa_loa,hAT-Pegasus,1,162
Loa_loa,hAT-Tag1,43,15090
Loa_loa,hAT-Tip100,61,12919
Loa_loa,hAT-hAT19,78,28143
Loa_loa,hAT-hAT5,2,203
Loa_loa,hAT-hATm,161,56636
Loa_loa,hAT-hATw,1,107
Loa_loa,hAT-hATx,29,8908
Loa_loa,hAT-hobo,2,307
Lottia_gigantea,Academ,132,47966
Lottia_gigantea,Academ-1,116,25089
Lottia_gigantea,Bhikhari,3,433
Lottia_gigantea,CMC-Chapaev,202,54748
Lottia_gigantea,CMC-Chapaev-3,471,63982
Lottia_gigantea,CMC-EnSpm,4091,1513735
Lottia_gigantea,CMC-Transib,475,139289
Lottia_gigantea,CR1,1003,322796
Lottia_gigantea,CR1-Zenon,549,233309
Lottia_gigantea,CRE,7,1695
Lottia_gigantea,CRE-II,1,183
Lottia_gigantea,Caulimovirus,239,52270
Lottia_gigantea,Copia,3636,952985
Lottia_gigantea,Crypton,74,34091
Lottia_gigantea,Crypton-A,194,45501
Lottia_gigantea,Crypton-C,2,372
Lottia_gigantea,Crypton-F,1,116
Lottia_gigantea,Crypton-H,166,35083
Lottia_gigantea,Crypton-S,11,1799
Lottia_gigantea,Crypton-V,20,3531
Lottia_gigantea,DIRS,392,176807
Lottia_gigantea,DNA,13539,2645014
Lottia_gigantea,Dada,10570,1997583
Lottia_gigantea,Dong-R4,46,16821
Lottia_gigantea,ERV,1,103
Lottia_gigantea,ERV-Foamy,3,349
Lottia_gigantea,ERV1,345,85673
Lottia_gigantea,ERV4,225,61040
Lottia_gigantea,ERVK,231,85076
Lottia_gigantea,ERVL,3831,817105
Lottia_gigantea,Ginger,739,150086
Lottia_gigantea,Gypsy,15153,4132851
Lottia_gigantea,Gypsy-Cigr,168,71512
Lottia_gigantea,Gypsy-Troyka,106,57351
Lottia_gigantea,Helitron,11757,3202759
Lottia_gigantea,I,3992,929102
Lottia_gigantea,I-Jockey,521,182165
Lottia_gigantea,I-Nimb,610,334769
Lottia_gigantea,ID,2,239
Lottia_gigantea,IS3EU,26,15413
Lottia_gigantea,Jockey,204,88852
Lottia_gigantea,Kolobok,2,461
Lottia_gigantea,Kolobok-E,3,328
Lottia_gigantea,Kolobok-Hydra,72,11936
Lottia_gigantea,Kolobok-T2,18447,7843017
Lottia_gigantea,L1,2047,629315
Lottia_gigantea,L1-DRE,1,196
Lottia_gigantea,L1-Tx1,1345,656332
Lottia_gigantea,L2,3275,1458468
Lottia_gigantea,LINE,98,51760
Lottia_gigantea,LOA,4,534
Lottia_gigantea,MULE,1,119
Lottia_gigantea,MULE-F,2,304
Lottia_gigantea,MULE-MuDR,3044,886990
Lottia_gigantea,MULE-NOF,956,224436
Lottia_gigantea,Maverick,4590,3561816
Lottia_gigantea,Merlin,102,20756
Lottia_gigantea,MuLE-MuDR,127,36321
Lottia_gigantea,Ngaro,293,157705
Lottia_gigantea,P,3111,1052425
Lottia_gigantea,PIF-HarbS,2,235
Lottia_gigantea,PIF-Harbinger,1222,281875
Lottia_gigantea,PIF-ISL2EU,77,29206
Lottia_gigantea,PIF-Spy,6,674
Lottia_gigantea,Pao,1617,689603
Lottia_gigantea,Penelope,7240,3599430
Lottia_gigantea,PiggyBac,1609,661970
Lottia_gigantea,PiggyBac-A,1,141
Lottia_gigantea,Proto2,69,33975
Lottia_gigantea,R1,82,19615
Lottia_gigantea,R1-LOA,97,24355
Lottia_gigantea,R2,26,5023
Lottia_gigantea,R2-Hero,3,390
Lottia_gigantea,R2-NeSL,8,1316
Lottia_gigantea,RTE-BovB,457,197020
Lottia_gigantea,RTE-RTE,127,21361
Lottia_gigantea,RTE-X,1025,426269
Lottia_gigantea,Retroposon,2,474
Lottia_gigantea,Rex-Babar,7,1514
Lottia_gigantea,Sola,86,54466
Lottia_gigantea,Sola-1,72,12579
Lottia_gigantea,Sola-2,337,88364
Lottia_gigantea,Sola-3,2594,461902
Lottia_gigantea,TRIM,4,492
Lottia_gigantea,Tad1,105,31687
Lottia_gigantea,TcMar,1043,296950
Lottia_gigantea,TcMar-Ant1,1,111
Lottia_gigantea,TcMar-Cweed,4,1625
Lottia_gigantea,TcMar-Fot1,75,18418
Lottia_gigantea,TcMar-ISRm11,21,2774
Lottia_gigantea,TcMar-Mariner,569,95021
Lottia_gigantea,TcMar-Pogo,1334,224076
Lottia_gigantea,TcMar-Tc1,1184,479321
Lottia_gigantea,TcMar-Tc2,135,53016
Lottia_gigantea,TcMar-Tc4,452,280900
Lottia_gigantea,TcMar-Tigger,1,130
Lottia_gigantea,TcMar-m44,8,1453
Lottia_gigantea,Zator,153,22438
Lottia_gigantea,Zisupton,3,691
Lottia_gigantea,hAT,213,44804
Lottia_gigantea,hAT-Ac,1416,315253
Lottia_gigantea,hAT-Blackjack,15,3131
Lottia_gigantea,hAT-Charlie,2188,436379
Lottia_gigantea,hAT-Pegasus,121,24159
Lottia_gigantea,hAT-Restless,1,109
Lottia_gigantea,hAT-Tag1,121,20115
Lottia_gigantea,hAT-Tip100,5868,1453814
Lottia_gigantea,hAT-Tol2,4,505
Lottia_gigantea,hAT-hAT19,60,14123
Lottia_gigantea,hAT-hAT5,117,29487
Lottia_gigantea,hAT-hATm,3495,991132
Lottia_gigantea,hAT-hATw,34,5737
Lottia_gigantea,hAT-hATx,16,4983
Lottia_gigantea,hAT-hobo,13,3718
Lucilia_cuprina,Academ,19,3049
Lucilia_cuprina,Academ-1,445,79661
Lucilia_cuprina,Academ-2,270,52369
Lucilia_cuprina,Bhikhari,3,387
Lucilia_cuprina,CMC-Chapaev,167,36363
Lucilia_cuprina,CMC-Chapaev-3,146,25600
Lucilia_cuprina,CMC-EnSpm,12632,3114604
Lucilia_cuprina,CMC-Transib,1802,457706
Lucilia_cuprina,CR1,838,203298
Lucilia_cuprina,CR1-Zenon,2201,573834
Lucilia_cuprina,CRE,39,5478
Lucilia_cuprina,CRE-Ambal,1,116
Lucilia_cuprina,CRE-II,29,3626
Lucilia_cuprina,Caulimovirus,645,123259
Lucilia_cuprina,Copia,13245,3996643
Lucilia_cuprina,Crypton-A,2,270
Lucilia_cuprina,Crypton-F,1,117
Lucilia_cuprina,Crypton-H,3761,994499
Lucilia_cuprina,Crypton-S,15,3493
Lucilia_cuprina,Crypton-V,3828,904915
Lucilia_cuprina,DIRS,19,5159
Lucilia_cuprina,DNA,6386,1572479
Lucilia_cuprina,Dada,106,29515
Lucilia_cuprina,Dong-R4,4145,1240751
Lucilia_cuprina,ERV-Lenti,901,153398
Lucilia_cuprina,ERV1,868,269787
Lucilia_cuprina,ERV4,4,536
Lucilia_cuprina,ERVK,814,251279
Lucilia_cuprina,ERVL,3,734
Lucilia_cuprina,Ginger,569,99421
Lucilia_cuprina,Gypsy,34196,10729427
Lucilia_cuprina,Gypsy-Cigr,249,103814
Lucilia_cuprina,Helitron,25768,7186289
Lucilia_cuprina,I,2168,568226
Lucilia_cuprina,I-Jockey,2115,530161
Lucilia_cuprina,I-Nimb,11,1944
Lucilia_cuprina,ID,2,210
Lucilia_cuprina,IS3EU,3,403
Lucilia_cuprina,Jockey,5786,1697542
Lucilia_cuprina,Kolobok,97,33670
Lucilia_cuprina,Kolobok-E,1087,493481
Lucilia_cuprina,Kolobok-Hydra,2470,565050
Lucilia_cuprina,Kolobok-T2,1031,211938
Lucilia_cuprina,L1,2933,697554
Lucilia_cuprina,L1-DRE,4,654
Lucilia_cuprina,L1-Tx1,7915,2078116
Lucilia_cuprina,L2,9183,2527150
Lucilia_cuprina,LINE,6,1011
Lucilia_cuprina,LOA,27361,6933940
Lucilia_cuprina,LTR,210,45119
Lucilia_cuprina,MIR,1,126
Lucilia_cuprina,MULE,1,103
Lucilia_cuprina,MULE-MuDR,1822,373312
Lucilia_cuprina,MULE-NOF,404,94495
Lucilia_cuprina,Maverick,2112,495975
Lucilia_cuprina,Merlin,17,3281
Lucilia_cuprina,MuLE-MuDR,3,316
Lucilia_cuprina,Ngaro,17,14039
Lucilia_cuprina,P,1496,390239
Lucilia_cuprina,PIF-HarbS,3,501
Lucilia_cuprina,PIF-Harbinger,5601,1511303
Lucilia_cuprina,PIF-ISL2EU,5,1093
Lucilia_cuprina,Pao,6736,2398286
Lucilia_cuprina,Penelope,3144,780874
Lucilia_cuprina,PiggyBac,3223,983172
Lucilia_cuprina,PiggyBac-X,168,34390
Lucilia_cuprina,Proto1,1,140
Lucilia_cuprina,Proto2,14,1556
Lucilia_cuprina,R1,10708,3330481
Lucilia_cuprina,R1-LOA,1417,364202
Lucilia_cuprina,R2,11,2440
Lucilia_cuprina,R2-Hero,368,70093
Lucilia_cuprina,R2-NeSL,4,834
Lucilia_cuprina,RTE,4,2027
Lucilia_cuprina,RTE-BovB,479,115474
Lucilia_cuprina,RTE-ORTE,1,126
Lucilia_cuprina,RTE-RTE,155,36848
Lucilia_cuprina,RTE-X,346,76132
Lucilia_cuprina,Rex-Babar,2,244
Lucilia_cuprina,Sola,143,44201
Lucilia_cuprina,Sola-1,219,49156
Lucilia_cuprina,Sola-2,4587,1437855
Lucilia_cuprina,Sola-3,210,25375
Lucilia_cuprina,Tad1,11,1262
Lucilia_cuprina,TcMar,3,360
Lucilia_cuprina,TcMar-Fot1,5581,2017326
Lucilia_cuprina,TcMar-ISRm11,1421,400615
Lucilia_cuprina,TcMar-Mariner,1814,450866
Lucilia_cuprina,TcMar-Pogo,17,4426
Lucilia_cuprina,TcMar-Sagan,53,8118
Lucilia_cuprina,TcMar-Stowaway,2,295
Lucilia_cuprina,TcMar-Tc1,2014,659541
Lucilia_cuprina,TcMar-Tc2,765,592657
Lucilia_cuprina,TcMar-Tc4,5,610
Lucilia_cuprina,TcMar-Tigger,224,56242
Lucilia_cuprina,TcMar-m44,3,354
Lucilia_cuprina,Zator,5,599
Lucilia_cuprina,Zisupton,845,245630
Lucilia_cuprina,hAT,5115,1499763
Lucilia_cuprina,hAT-Ac,6092,1601579
Lucilia_cuprina,hAT-Blackjack,1098,202552
Lucilia_cuprina,hAT-Charlie,181,47114
Lucilia_cuprina,hAT-Pegasus,183,42020
Lucilia_cuprina,hAT-Tag1,16,2300
Lucilia_cuprina,hAT-Tip100,5856,2022551
Lucilia_cuprina,hAT-Tol2,15,2049
Lucilia_cuprina,hAT-hAT19,258,28966
Lucilia_cuprina,hAT-hAT5,5,1066
Lucilia_cuprina,hAT-hAT6,5,947
Lucilia_cuprina,hAT-hATm,1861,559376
Lucilia_cuprina,hAT-hATw,610,136209
Lucilia_cuprina,hAT-hATx,564,133173
Lucilia_cuprina,hAT-hobo,3297,1910530
Macrostomum_lignano,5S-Deu,1,125
Macrostomum_lignano,Academ,1,283
Macrostomum_lignano,Academ-1,71,12145
Macrostomum_lignano,B4,3,918
Macrostomum_lignano,Bhikhari,798,430881
Macrostomum_lignano,CMC-Chapaev,533,228707
Macrostomum_lignano,CMC-Chapaev-3,83,32300
Macrostomum_lignano,CMC-EnSpm,3077,1418116
Macrostomum_lignano,CMC-Mirage,7,787
Macrostomum_lignano,CMC-Transib,89,22911
Macrostomum_lignano,CR1,4111,1380979
Macrostomum_lignano,CR1-Zenon,8,1372
Macrostomum_lignano,CRE,16,3691
Macrostomum_lignano,CRE-Ambal,7,1046
Macrostomum_lignano,CRE-II,13,2124
Macrostomum_lignano,Caulimovirus,232,27170
Macrostomum_lignano,Copia,12325,5356014
Macrostomum_lignano,Crypton,1623,647989
Macrostomum_lignano,Crypton-A,14,2038
Macrostomum_lignano,Crypton-C,46,6537
Macrostomum_lignano,Crypton-F,62,17677
Macrostomum_lignano,Crypton-H,787,213087
Macrostomum_lignano,Crypton-S,35,6864
Macrostomum_lignano,Crypton-V,262,40001
Macrostomum_lignano,DIRS,464,170466
Macrostomum_lignano,DNA,6605,1722006
Macrostomum_lignano,Dada,37,7619
Macrostomum_lignano,Deceiver,17,1979
Macrostomum_lignano,ERV,4,535
Macrostomum_lignano,ERV-Foamy,16,2215
Macrostomum_lignano,ERV1,2791,825422
Macrostomum_lignano,ERV4,121,23164
Macrostomum_lignano,ERVK,940,359293
Macrostomum_lignano,ERVL,31,5523
Macrostomum_lignano,Ginger,483,153421
Macrostomum_lignano,Gypsy,44369,23058391
Macrostomum_lignano,Gypsy-Cigr,889,945583
Macrostomum_lignano,Helitron,10558,4805403
Macrostomum_lignano,I,2398,996049
Macrostomum_lignano,I-Jockey,1137,782449
Macrostomum_lignano,I-Nimb,17,2594
Macrostomum_lignano,ID,31,3374
Macrostomum_lignano,IS3EU,231,120348
Macrostomum_lignano,Jockey,3576,1916348
Macrostomum_lignano,Kolobok,1,113
Macrostomum_lignano,Kolobok-E,1416,493586
Macrostomum_lignano,Kolobok-H,6,666
Macrostomum_lignano,Kolobok-Hydra,31,6282
Macrostomum_lignano,Kolobok-T2,90,21597
Macrostomum_lignano,L1,10522,4885767
Macrostomum_lignano,L1-DRE,37,10149
