ID,repname_RM,repname_blast,ident,eval,alignmentlength,bitscore,score,rm_repname,mc,x,y,repname_RM4,fc
L1P3_chr1:157423979-157426841,L1P3,L1PA8,87.122,0.0,2912,3219,1743,L1P3,4,1721.1763,-918.9332,L1P3,98
L1P3_chr1:158234186-158235312,L1P3,L1PA3,96.935,0.0,881,1474,798,L1P3,4,1724.6472,-940.13477,L1P3,98
L1P3_chr1:158235614-158237265,L1P3,L1PA3,96.552,0.0,1653,2734,1480,L1P3,4,1717.912,-942.57874,L1P3,98
L1P3_chr1:158281676-158282900,L1P3,L1PA7,91.762,0.0,1226,1701,921,L1P3,4,1713.0748,-911.75916,L1P3,98
L1P3_chr1:163952226-163953705,L1P3,L1PA7,88.792,0.0,1490,1779,963,L1P3,4,1707.5795,-914.1676,L1P3,98
L1P3_chr1:164500178-164503503,L1P3,L1PA7,92.772,0.0,3348,4819,2609,L1P3,4,1709.9556,-916.03406,L1P3,98
L1P3_chr1:166498901-166499970,L1P3,L1PA7,91.706,0.0,1061,1450,785,L1P3,0,1707.8513,-921.85266,L1P3,98
L1P3_chr1:167571241-167572359,L1P3,L1PA8,88.167,0.0,1124,1325,717,L1P3,4,1713.1273,-917.6952,L1P3,98
L1P3_chr1:169655961-169661033,L1P3,L1PA7,92.114,0.0,5110,7164,3879,L1P3,4,1715.5681,-915.5645,L1P3,98
L1P3_chr1:170423234-170424125,L1P3,L1PA7,94.831,0.0,890,1389,752,L1P3,4,1704.8163,-940.36444,L1P3,98
L1P3_chr1:170724105-170725239,L1P3,L1PA10,90.589,0.0,1137,1498,811,L1P3,4,1720.3783,-940.1447,L1P3,98
L1P3_chr1:170868620-170869609,L1P3,L1PA10,91.247,0.0,994,1343,727,L1P3,4,1720.4614,-935.09454,L1P3,98
L1P3_chr1:170869608-170870445,L1P3,L1PA10,91.588,0.0,844,1158,627,L1P3,56,1705.1106,-919.8457,L1P3,98
L1P3_chr1:173318763-173320020,L1P3,L1PA8,89.542,0.0,1157,1458,789,L1P3,4,1716.911,-905.19684,L1P3,98
L1P3_chr1:174708787-174710897,L1P3,L1PA7,89.995,0.0,2139,2721,1473,L1P3,4,1715.3766,-917.00195,L1P3,98
L1P3_chr1:176402858-176404894,L1P3,L1PA11,89.220,0.0,1948,2390,1294,L1P3,4,1700.0911,-922.5141,L1P3,98
L1P3_chr1:177264275-177265369,L1P3,L1PA7,94.991,0.0,1058,1655,896,L1P3,4,1709.7963,-933.98285,L1P3,98
L1P3_chr1:181371571-181373525,L1P3,L1PA15B,88.480,0.0,1250,1489,806,L1P3,56,1706.8481,-914.63226,L1P3,98
L1P3_chr1:181552815-181553893,L1P3,L1PA8A,94.090,0.0,1066,1613,873,L1P3,4,1718.485,-925.87494,L1P3,98
L1P3_chr1:187274204-187275291,L1P3,L1PA10,89.263,0.0,1099,1356,734,L1P3,56,1714.2982,-909.0974,L1P3,98
L1P3_chr1:187532927-187533605,L1P3,L1PA7,91.605,0.0,679,917,496,L1P3,0,1706.2567,-921.1694,L1P3,98
L1P3_chr1:187717395-187718053,L1P3,L1PA7,94.689,0.0,659,1022,553,L1P3,4,1703.2715,-935.72784,L1P3,98
L1P3_chr1:188810014-188811095,L1P3,L1PA10,90.444,0.0,1036,1360,736,L1P3,4,1719.8853,-939.82886,L1P3,98
L1P3_chr1:189813268-189814223,L1P3,L1PA7,93.305,0.0,956,1410,763,L1P3,56,1709.9115,-924.41644,L1P3,98
L1P3_chr1:191083724-191084353,L1P3,L1PA7,93.700,0.0,619,922,499,L1P3,4,1701.7433,-936.2471,L1P3,98
L1P3_chr1:193796369-193796982,L1P3,L1PA8,90.610,0.0,607,797,431,L1P3,56,1711.67,-915.4326,L1P3,98
L1P3_chr1:193877021-193878633,L1P3,L1PA10,91.807,0.0,1599,2217,1200,L1P3,4,1710.7281,-931.4202,L1P3,98
L1P3_chr1:194554686-194555327,L1P3,L1PA7,93.114,0.0,639,935,506,L1P3,4,1712.1497,-918.34534,L1P3,98
L1P3_chr1:196696037-196696556,L1P3,L1PA7,87.856,3.81e-177,527,612,331,L1P3,4,1715.8354,-940.5295,L1P3,98
L1P3_chr1:196698163-196699105,L1P3,L1PA7,88.386,0.0,973,1140,617,L1P3,4,1715.8005,-914.4866,L1P3,98
L1P3_chr1:197879603-197882857,L1P3,L1PA7,93.815,0.0,1827,2726,1476,L1P3,4,1711.5295,-924.98914,L1P3,98
L1P3_chr1:197882825-197884983,L1P3,L1PA7,89.679,0.0,2151,2715,1470,L1P3,4,1719.6763,-911.06024,L1P3,98
L1P3_chr1:198192571-198194137,L1P3,L1PA11,89.692,0.0,1591,1982,1073,L1P3,4,1704.2474,-926.83887,L1P3,98
L1P3_chr1:199599134-199604799,L1P3,L1PA7,91.937,0.0,2741,3819,2068,L1P3,4,1722.3711,-920.32074,L1P3,98
L1P3_chr1:215841020-215841995,L1P3,L1PA10,92.672,0.0,928,1325,717,L1P3,56,1718.2651,-921.42175,L1P3,98
L1P3_chr1:218820229-218820969,L1P3,L1PA8,93.640,0.0,739,1103,597,L1P3,4,1702.3228,-933.90924,L1P3,98
L1P3_chr1:219853246-219853935,L1P3,L1PA7,93.294,0.0,686,1002,542,L1P3,4,1708.2262,-922.9522,L1P3,98
L1P3_chr1:225209734-225211873,L1P3,L1PA7,89.187,0.0,2164,2667,1444,L1P3,4,1708.1855,-916.2458,L1P3,98
L1P3_chr1:225218027-225221659,L1P3,L1PA7,91.387,0.0,3669,4968,2690,L1P3,4,1717.7843,-930.6117,L1P3,98
L1P3_chr1:231928429-231929283,L1P3,L1PA7,94.496,0.0,854,1315,712,L1P3,4,1721.5447,-933.9325,L1P3,98
L1P3_chr1:236358404-236359060,L1P3,L1PA10,92.422,0.0,673,942,510,L1P3,4,1710.8698,-913.872,L1P3,98
L1P3_chr1:236508716-236509310,L1P3,L1PA10,91.779,0.0,596,822,445,L1P3,4,1707.1766,-926.9357,L1P3,98
L1P3_chr1:238850385-238851898,L1P3,L1PA8A,89.635,0.0,1505,1884,1020,L1P3,4,1722.0156,-940.41376,L1P3,98
L1P3_chr1:238886765-238887535,L1P3,L1PA10,91.176,0.0,782,1051,569,L1P3,4,1719.48,-928.1247,L1P3,98
L1P3_chr1:242077602-242078127,L1P3,L1PA10,89.623,0.0,530,662,358,L1P3,4,1715.6041,-946.93994,L1P3,98
L1P3_chr1:244500000-244501164,L1P3,L1PA7,93.504,0.0,1170,1731,937,L1P3,4,1726.1292,-935.23975,L1P3,98
L1P3_chr1:245274797-245275640,L1P3,L1PA7,94.911,0.0,845,1315,712,L1P3,0,1713.6671,-924.4482,L1P3,98
L1P3_chr1:247018054-247019561,L1P3,L1PA7,94.897,0.0,1509,2355,1275,L1P3,4,1716.7808,-936.13086,L1P3,98
L1P3_chr1:247019874-247020374,L1P3,L1PA8,93.000,0.0,500,726,393,L1P3,4,1722.1084,-932.43353,L1P3,98
L1P3_chr1:247944806-247945939,L1P3,L1PA10,88.210,0.0,1145,1345,728,L1P3,4,1718.051,-936.21875,L1P3,98
L1P3_chr1:248008549-248010291,L1P3,L1PA7,89.841,0.0,1762,2241,1213,L1P3,4,1704.3285,-918.57776,L1P3,98
L1P3_chr1:248219217-248220595,L1P3,L1PA8,90.360,0.0,1390,1805,977,L1P3,4,1717.549,-919.9812,L1P3,98
L1P3_chr1:248519265-248519928,L1P3,L1PA7,93.145,0.0,671,976,528,L1P3,4,1722.6893,-932.6893,L1P3,98
L1P3_chr1:248601948-248602649,L1P3,L1PA8,86.226,0.0,726,754,408,L1P3,4,1705.3063,-943.4311,L1P3,98
L1P3_chr1:248689669-248691026,L1P3,L1PA7,90.294,0.0,1360,1762,954,L1P3,4,1724.0205,-927.40686,L1P3,98
L1P3_chr1:44096715-44097482,L1P3,L1PA7,88.011,0.0,759,835,452,L1P3,0,1717.3813,-942.2975,L1P3,98
L1P3_chr1:48283724-48285901,L1P3,L1PA7,90.402,0.0,2188,2857,1547,L1P3,4,1717.08,-908.9093,L1P3,98
L1P3_chr1:48780278-48780960,L1P3,L1PA7,94.853,0.0,680,1061,574,L1P3,0,1719.101,-918.7422,L1P3,98
L1P3_chr1:49788842-49789349,L1P3,L1PA7,93.701,0.0,508,760,411,L1P3,4,1718.8633,-942.47656,L1P3,98
L1P3_chr1:49789348-49790096,L1P3,L1PA7,94.297,0.0,754,1147,621,L1P3,4,1716.8762,-925.9249,L1P3,98
L1P3_chr1:51004935-51008536,L1P3,L1PA7,93.319,0.0,3622,5312,2876,L1P3,4,1714.8176,-914.20135,L1P3,98
L1P3_chr1:52130091-52131765,L1P3,L1PA7,94.461,0.0,1679,2564,1388,L1P3,4,1712.4778,-921.54047,L1P3,98
L1P3_chr1:59563393-59564298,L1P3,L1PA7,94.655,0.0,898,1389,752,L1P3,4,1716.8501,-923.87854,L1P3,98
L1P3_chr1:65710160-65711989,L1P3,L1PA7,88.931,0.0,1852,2257,1222,L1P3,4,1720.1747,-910.0559,L1P3,98
L1P3_chr1:69903523-69904091,L1P3,L1PA7,93.321,0.0,554,815,441,L1P3,4,1724.518,-926.67773,L1P3,98
L1P3_chr1:73809099-73810764,L1P3,L1PA10,90.066,0.0,1671,2150,1164,L1P3,4,1702.7649,-925.7877,L1P3,98
L1P3_chr1:74442729-74445205,L1P3,L1PA10,89.302,0.0,2477,3048,1650,L1P3,4,1722.5957,-933.7892,L1P3,98
L1P3_chr1:75666262-75667599,L1P3,L1PA7,92.433,0.0,1348,1901,1029,L1P3,4,1719.848,-935.06165,L1P3,98
L1P3_chr1:83528802-83529760,L1P3,L1PA11,92.782,0.0,956,1378,746,L1P3,4,1708.1785,-924.88257,L1P3,98
L1P3_chr1:91130959-91132973,L1P3,L1PA7,91.139,0.0,2054,2748,1488,L1P3,4,1713.6973,-914.6496,L1P3,98
L1P3_chr1:97026161-97028749,L1P3,L1PA11,90.949,0.0,1359,1821,986,L1P3,4,1702.8412,-928.02026,L1P3,98
L1P3_chr1:99341165-99341678,L1P3,L1PA7,92.278,0.0,518,730,395,L1P3,4,1717.7135,-938.8512,L1P3,98
L1P3_chr2:101935381-101940619,L1P3,L1PA7,92.672,0.0,5295,7570,4099,L1P3,4,1715.4844,-922.5503,L1P3,98
L1P3_chr2:103058929-103059580,L1P3,L1PA7,92.166,0.0,651,913,494,L1P3,4,1709.7638,-914.8663,L1P3,98
L1P3_chr2:103729972-103731073,L1P3,L1PA10,89.028,0.0,1121,1365,739,L1P3,4,1721.9167,-935.1376,L1P3,98
L1P3_chr2:108038207-108039100,L1P3,L1PA13B,87.514,0.0,905,1024,554,L1P3,4,1694.3674,-933.8683,L1P3,98
L1P3_chr2:109930242-109931182,L1P3,L1PA8,91.111,0.0,945,1275,690,L1P3,4,1700.8945,-927.57886,L1P3,98
L1P3_chr2:110440325-110441265,L1P3,L1PA8,91.111,0.0,945,1275,690,L1P3,4,1723.633,-925.95734,L1P3,98
L1P3_chr2:115947679-115948377,L1P3,L1PA7,94.143,0.0,700,1061,574,L1P3,0,1717.657,-913.19855,L1P3,98
L1P3_chr2:115948633-115949338,L1P3,L1PA7,93.390,0.0,711,1046,566,L1P3,4,1704.4944,-941.4668,L1P3,98
L1P3_chr2:116885431-116886389,L1P3,L1PA8,88.783,0.0,945,1127,610,L1P3,0,1726.5212,-920.3209,L1P3,98
L1P3_chr2:117208814-117210610,L1P3,L1PA10,88.056,0.0,1800,2087,1130,L1P3,4,1720.3411,-925.66736,L1P3,98
L1P3_chr2:118036529-118037061,L1P3,L1PA11,89.700,0.0,534,673,364,L1P3,4,1710.8235,-953.30225,L1P3,98
L1P3_chr2:123391385-123393325,L1P3,L1PA7,87.571,0.0,1947,2222,1203,L1P3,4,1724.9312,-914.6063,L1P3,98
L1P3_chr2:123393619-123396034,L1P3,L1PA7,91.639,0.0,1507,2078,1125,L1P3,4,1717.9772,-942.65,L1P3,98
L1P3_chr2:126060738-126061391,L1P3,no match,no match,no match,no match,no match,no match,L1P3,4,1768.9336,-934.5359,L1P3,98
L1P3_chr2:126956286-126957152,L1P3,L1PA7,89.988,0.0,869,1110,601,L1P3,4,1720.816,-907.04065,L1P3,98
L1P3_chr2:127594597-127596080,L1P3,L1PA10,92.133,0.0,1500,2098,1136,L1P3,4,1707.4103,-920.514,L1P3,98
L1P3_chr2:129287419-129287999,L1P3,L1PA8A,94.207,7.16e-175,397,604,327,L1P3,4,1706.3103,-916.50977,L1P3,98
L1P3_chr2:130810739-130811492,L1P3,L1PA10,93.478,0.0,736,1085,587,L1P3,56,1719.8538,-916.1388,L1P3,98
L1P3_chr2:130811505-130812126,L1P3,L1PA10,93.934,0.0,610,920,498,L1P3,4,1718.4426,-927.45435,L1P3,98
L1P3_chr2:13123434-13124204,L1P3,L1PA7,91.940,0.0,794,1088,589,L1P3,4,1704.77,-944.0616,L1P3,98
L1P3_chr2:135088732-135089560,L1P3,L1PA7,91.579,0.0,855,1151,623,L1P3,4,1708.6317,-925.7785,L1P3,98
L1P3_chr2:135513683-135515292,L1P3,L1PA7,91.970,0.0,1619,2242,1214,L1P3,4,1702.9651,-922.94507,L1P3,98
L1P3_chr2:135515298-135518720,L1P3,L1PA7,90.797,0.0,3412,4492,2432,L1P3,4,1720.2736,-913.8782,L1P3,98
L1P3_chr2:13744880-13749883,L1P3,L1PA7,90.053,0.0,5057,6488,3513,L1P3,4,1710.3724,-914.4896,L1P3,98
L1P3_chr2:139248297-139249693,L1P3,L1PA10,90.341,0.0,1408,1827,989,L1P3,56,1723.762,-928.4136,L1P3,98
L1P3_chr2:139397682-139400056,L1P3,L1PA10,89.995,0.0,2079,2638,1428,L1P3,4,1717.5671,-935.1605,L1P3,98
L1P3_chr2:142405101-142405736,L1P3,L1PA7,93.168,0.0,644,931,504,L1P3,4,1702.1533,-943.3786,L1P3,98
L1P3_chr2:144784975-144790759,L1P3,L1PA7,92.525,0.0,5793,8237,4460,L1P3,4,1716.2684,-926.1328,L1P3,98
L1P3_chr2:149173914-149174775,L1P3,L1PA11,92.211,0.0,873,1225,663,L1P3,4,1700.2891,-924.5864,L1P3,98
L1P3_chr2:149500002-149500670,L1P3,L1PA7,87.667,0.0,673,778,421,L1P3,4,1707.5691,-906.4142,L1P3,98
L1P3_chr2:150311025-150312319,L1P3,L1PA8,87.881,0.0,1279,1472,797,L1P3,4,1713.6268,-907.38654,L1P3,98
L1P3_chr2:150312310-150314956,L1P3,L1PA11,88.810,0.0,2681,3230,1749,L1P3,4,1702.4963,-933.10846,L1P3,98
L1P3_chr2:150315264-150316585,L1P3,L1PA11,88.914,0.0,1335,1629,882,L1P3,4,1697.6451,-939.6736,L1P3,98
L1P3_chr2:154082721-154083676,L1P3,L1PA7,93.809,0.0,953,1434,776,L1P3,0,1714.6143,-915.7561,L1P3,98
L1P3_chr2:154558993-154559495,L1P3,L1PA8,93.200,0.0,500,728,394,L1P3,4,1711.004,-920.1113,L1P3,98
L1P3_chr2:155763399-155767519,L1P3,L1PA7,89.259,0.0,4199,5180,2805,L1P3,4,1727.429,-919.1339,L1P3,98
L1P3_chr2:157062060-157062807,L1P3,L1PA7,94.063,0.0,758,1140,617,L1P3,4,1714.8304,-942.5074,L1P3,98
L1P3_chr2:158369132-158370122,L1P3,L1PA10,92.415,0.0,1002,1415,766,L1P3,4,1712.145,-940.8387,L1P3,98
L1P3_chr2:159500000-159500512,L1P3,L1PA11,91.629,1.35e-176,442,610,330,L1P3,4,1704.3407,-919.7345,L1P3,98
L1P3_chr2:161457298-161462858,L1P3,L1PA7,92.426,0.0,2733,3869,2095,L1P3,4,1716.4072,-919.2462,L1P3,98
L1P3_chr2:163497385-163500000,L1P3,L1PA7,90.169,0.0,2655,3411,1847,L1P3,4,1709.5875,-912.594,L1P3,98
L1P3_chr2:166715339-166716145,L1P3,L1PA6,95.422,0.0,415,662,358,L1P3,4,1701.112,-938.9234,L1P3,98
L1P3_chr2:167173926-167175337,L1P3,L1PA8A,87.950,0.0,1444,1657,897,L1P3,4,1710.5983,-937.53845,L1P3,98
L1P3_chr2:167175320-167176464,L1P3,L1PA7,90.138,0.0,943,1203,651,L1P3,4,1718.3662,-910.47644,L1P3,98
L1P3_chr2:175519456-175520667,L1P3,L1PA11,91.304,0.0,1219,1653,895,L1P3,56,1717.2986,-927.6345,L1P3,98
L1P3_chr2:175912136-175914757,L1P3,L1PA7,91.828,0.0,2631,3653,1978,L1P3,4,1716.3813,-918.187,L1P3,98
L1P3_chr2:180253009-180253574,L1P3,L1PA7,95.944,0.0,567,917,496,L1P3,4,1708.0077,-924.39294,L1P3,98
L1P3_chr2:181532092-181532975,L1P3,L1PA8,92.408,0.0,843,1177,637,L1P3,4,1711.7133,-920.73315,L1P3,98
L1P3_chr2:181747999-181750817,L1P3,L1PA7,91.737,0.0,2856,3930,2128,L1P3,4,1706.673,-914.5672,L1P3,98
L1P3_chr2:183973353-183975445,L1P3,L1PA7,91.730,0.0,2092,2887,1563,L1P3,4,1722.0508,-936.6417,L1P3,98
L1P3_chr2:184265870-184266534,L1P3,L1PA7,91.818,0.0,660,918,497,L1P3,4,1720.2949,-936.17706,L1P3,98
L1P3_chr2:185376199-185377473,L1P3,L1PA8,87.872,0.0,1278,1483,803,L1P3,4,1709.5311,-908.91174,L1P3,98
L1P3_chr2:185412622-185413848,L1P3,L1PA8A,92.189,0.0,1229,1735,939,L1P3,4,1708.3604,-921.446,L1P3,98
L1P3_chr2:187517160-187520609,L1P3,L1PA7,90.982,0.0,3471,4645,2515,L1P3,4,1707.2467,-915.5142,L1P3,98
L1P3_chr2:187572755-187573541,L1P3,L1PA7,93.199,0.0,794,1153,624,L1P3,4,1697.5566,-924.31226,L1P3,98
L1P3_chr2:188840317-188841794,L1P3,L1PA7,89.024,0.0,1485,1825,988,L1P3,4,1715.1711,-912.99304,L1P3,98
L1P3_chr2:189194943-189196202,L1P3,L1PA8A,91.400,0.0,1279,1733,938,L1P3,4,1704.3773,-925.7998,L1P3,98
L1P3_chr2:18964469-18965590,L1P3,L1PA7,94.835,0.0,1123,1751,948,L1P3,4,1712.6267,-939.42017,L1P3,98
L1P3_chr2:192280238-192281124,L1P3,no match,no match,no match,no match,no match,no match,L1P3,15,1677.4763,-974.22107,L1P3,98
L1P3_chr2:192281419-192282044,L1P3,no match,no match,no match,no match,no match,no match,L1P3,394,1669.7908,-893.02527,L1P3,98
L1P3_chr2:192905926-192906450,L1P3,L1PA7,91.985,0.0,524,732,396,L1P3,56,1732.1136,-913.8999,L1P3,98
L1P3_chr2:194734690-194735307,L1P3,L1PA7,94.032,0.0,620,937,507,L1P3,56,1708.4414,-912.9782,L1P3,98
L1P3_chr2:194885921-194886786,L1P3,L1PA7,93.478,0.0,874,1290,698,L1P3,0,1713.8667,-913.2124,L1P3,98
L1P3_chr2:199536761-199537769,L1P3,L1PA7,92.673,0.0,1010,1448,784,L1P3,4,1715.5638,-912.13324,L1P3,98
L1P3_chr2:201168284-201170266,L1P3,L1PA10,92.250,0.0,2013,2822,1528,L1P3,56,1718.4602,-924.41675,L1P3,98
L1P3_chr2:206680854-206682358,L1P3,L1PA8A,91.981,0.0,1509,2098,1136,L1P3,4,1714.2583,-942.4895,L1P3,98
L1P3_chr2:206730602-206731747,L1P3,L1PA8,91.623,0.0,1146,1567,848,L1P3,4,1705.8124,-932.7384,L1P3,98
L1P3_chr2:22415339-22416223,L1P3,L1PA8A,91.470,0.0,891,1214,657,L1P3,4,1711.9335,-941.66473,L1P3,98
L1P3_chr2:2450152-2452127,L1P3,L1PA7,89.980,0.0,1986,2553,1382,L1P3,4,1719.8834,-914.0396,L1P3,98
L1P3_chr2:30599281-30600186,L1P3,L1PA10,86.916,0.0,963,1018,551,L1P3,4,1697.4666,-931.65674,L1P3,98
L1P3_chr2:30874311-30875366,L1P3,L1PA10,90.329,0.0,1034,1351,731,L1P3,56,1717.3772,-913.98444,L1P3,98
L1P3_chr2:30875362-30876917,L1P3,L1PA10,92.077,0.0,1565,2194,1188,L1P3,4,1701.4514,-928.92084,L1P3,98
L1P3_chr2:31756858-31757786,L1P3,L1PA8,91.401,0.0,942,1264,684,L1P3,4,1719.2178,-921.50146,L1P3,98
L1P3_chr2:34182921-34183441,L1P3,L1PA7,93.654,0.0,520,776,420,L1P3,56,1728.1255,-914.8748,L1P3,98
L1P3_chr2:34183439-34184004,L1P3,L1PA7,92.294,0.0,571,804,435,L1P3,0,1730.0266,-922.52844,L1P3,98
L1P3_chr2:35004655-35005931,L1P3,L1PA10,88.761,0.0,1299,1552,840,L1P3,4,1703.5785,-925.3428,L1P3,98
L1P3_chr2:36120482-36121682,L1P3,L1PA11,88.779,0.0,1212,1463,792,L1P3,4,1705.948,-923.103,L1P3,98
L1P3_chr2:3994067-3995294,L1P3,L1PA11,87.971,0.0,1247,1426,772,L1P3,56,1717.1412,-922.01526,L1P3,98
L1P3_chr2:40440632-40441966,L1P3,L1PA8,90.112,0.0,1345,1712,927,L1P3,4,1706.4977,-927.3932,L1P3,98
L1P3_chr2:4573450-4575218,L1P3,L1PA8,92.290,0.0,1777,2499,1353,L1P3,56,1712.0308,-935.61304,L1P3,98
L1P3_chr2:48975657-48976989,L1P3,L1PA7,93.722,0.0,1338,1999,1082,L1P3,4,1700.2039,-922.05334,L1P3,98
L1P3_chr2:51278691-51279670,L1P3,L1PA8,89.990,0.0,979,1232,667,L1P3,4,1716.0715,-934.37964,L1P3,98
L1P3_chr2:51713233-51713847,L1P3,no match,no match,no match,no match,no match,no match,L1P3,4,1726.9103,-935.1657,L1P3,98
L1P3_chr2:51836056-51837426,L1P3,L1PA7,92.784,0.0,1358,1960,1061,L1P3,4,1720.7585,-937.19226,L1P3,98
L1P3_chr2:51891034-51891833,L1P3,L1PA7,86.781,0.0,817,894,484,L1P3,4,1705.9283,-912.49567,L1P3,98
L1P3_chr2:52409346-52410035,L1P3,L1PA7,85.854,0.0,714,712,385,L1P3,4,1712.4354,-909.7602,L1P3,98
L1P3_chr2:5257485-5258578,L1P3,L1PA7,91.416,0.0,1095,1498,811,L1P3,4,1717.0001,-915.3687,L1P3,98
L1P3_chr2:52797736-52798595,L1P3,L1PA11,91.208,0.0,853,1151,623,L1P3,4,1698.481,-924.643,L1P3,98
L1P3_chr2:56847422-56847997,L1P3,L1PA13B,86.116,3.30e-173,569,599,324,L1P3,0,1723.0239,-919.4723,L1P3,98
L1P3_chr2:57065430-57066051,L1P3,L1PA8,93.344,0.0,616,909,492,L1P3,4,1703.4048,-922.434,L1P3,98
L1P3_chr2:57827620-57831808,L1P3,L1PA7,91.581,0.0,3112,4242,2297,L1P3,4,1706.0352,-919.72906,L1P3,98
L1P3_chr2:57831898-57832792,L1P3,L1PA7,94.152,0.0,855,1297,702,L1P3,4,1718.567,-940.1425,L1P3,98
L1P3_chr2:59477002-59477623,L1P3,L1PA7,93.506,0.0,616,915,495,L1P3,4,1705.182,-932.3052,L1P3,98
L1P3_chr2:62126735-62127741,L1P3,L1PA10,93.007,0.0,1001,1458,789,L1P3,4,1703.4404,-928.68256,L1P3,98
L1P3_chr2:6537364-6538646,L1P3,L1PA7,90.606,0.0,1288,1688,914,L1P3,4,1715.6483,-908.1766,L1P3,98
L1P3_chr2:66621397-66626433,L1P3,L1PA7,90.744,0.0,3198,4233,2292,L1P3,4,1710.4304,-916.20154,L1P3,98
L1P3_chr2:66637060-66637861,L1P3,L1PA7,92.759,0.0,801,1146,620,L1P3,4,1702.4841,-926.2732,L1P3,98
L1P3_chr2:69000001-69001654,L1P3,L1PA11,90.390,0.0,1665,2170,1175,L1P3,56,1716.9048,-935.8868,L1P3,98
L1P3_chr2:78254869-78255446,L1P3,L1PA13B,85.619,1.98e-175,598,606,328,L1P3,56,1719.3262,-896.21533,L1P3,98
L1P3_chr2:78689170-78690105,L1P3,L1PA8A,91.489,0.0,940,1275,690,L1P3,4,1709.7979,-941.20734,L1P3,98
L1P3_chr2:80595678-80596279,L1P3,L1PA8,91.946,0.0,596,830,449,L1P3,4,1704.4995,-928.2003,L1P3,98
L1P3_chr2:80596611-80597159,L1P3,L1PA8,91.376,0.0,545,743,402,L1P3,4,1708.1187,-921.3789,L1P3,98
L1P3_chr2:94646822-94648013,L1P3,L1PA7,92.929,0.0,1188,1716,929,L1P3,4,1706.8218,-934.2591,L1P3,98
L1P3_chr2:95966147-95967205,L1P3,L1PA7,92.008,0.0,1051,1461,791,L1P3,4,1725.4932,-935.7654,L1P3,98
L1P3_chr2:97138061-97139111,L1P3,L1PA7,91.722,0.0,1051,1441,780,L1P3,4,1719.9297,-919.4744,L1P3,98
L1P3_chr2:97169405-97170274,L1P3,L1PA7,91.314,0.0,875,1181,639,L1P3,4,1716.9868,-935.63306,L1P3,98
L1P3_chr2:97564357-97565397,L1P3,L1PA7,92.293,0.0,1051,1474,798,L1P3,4,1703.9784,-918.7552,L1P3,98
L1P3_chr2:98226832-98227369,L1P3,L1PA8,93.678,0.0,522,780,422,L1P3,4,1719.6868,-931.734,L1P3,98
L1P3b_chr1:119821860-119823053,L1P3b,L1PA8A,88.824,0.0,1199,1463,792,L1P3b,4,1634.7979,-833.2681,L1P3,99
L1P3b_chr1:88087642-88089157,L1P3b,L1PA8A,89.159,0.0,1522,1886,1021,L1P3b,4,1704.4281,-887.41736,L1P3,99
L1P3b_chr2:175339528-175340233,L1P3b,L1PA8A,83.077,0.0,715,625,338,L1P3b,4,1689.2295,-867.67554,L1P3,99
L1P3b_chr2:185044396-185044969,L1P3b,L1PA8A,82.492,1.60e-141,594,494,267,L1P3b,4,1740.7344,-955.7837,L1P3,99
L1P3b_chr2:185518492-185519364,L1P3b,no match,no match,no match,no match,no match,no match,L1P3b,4,1681.7625,-895.30695,L1P3,99
L1P3b_chr2:41222135-41223900,L1P3b,L1PA8A,87.181,0.0,1334,1502,813,L1P3b,4,1702.5828,-936.3361,L1P3,99
L1P3b_chr2:75432780-75433744,L1P3b,no match,no match,no match,no match,no match,no match,L1P3b,4,1694.7981,-884.44006,L1P3,99
L1P4_chr1:101346272-101348703,L1P4,L1PA16,86.259,0.0,2256,2403,1301,L1P4,15,1713.418,-948.2681,L1P4,100
L1P4_chr1:101469147-101469978,L1P4,L1PA16,84.947,0.0,857,843,456,L1P4,56,1744.6804,-965.38385,L1P4,100
L1P4_chr1:105741117-105741664,L1P4,no match,no match,no match,no match,no match,no match,L1P4,4,1707.6569,-980.0326,L1P4,100
L1P4_chr1:105867566-105868205,L1P4,no match,no match,no match,no match,no match,no match,L1P4,56,1664.3896,-927.48755,L1P4,100
L1P4_chr1:105982808-105984458,L1P4,L1PA16,77.983,1.02e-137,813,483,261,L1P4,15,1660.3428,-889.6219,L1P4,100
L1P4_chr1:108251990-108252691,L1P4,L1PA15B,84.454,0.0,714,678,367,L1P4,4,1698.3265,-931.2137,L1P4,100
L1P4_chr1:108441679-108442380,L1P4,L1PA15B,84.454,0.0,714,678,367,L1P4,4,1698.2338,-928.3496,L1P4,100
L1P4_chr1:108524115-108524686,L1P4,no match,no match,no match,no match,no match,no match,L1P4,56,1715.5988,-844.9993,L1P4,100
L1P4_chr1:108525062-108525658,L1P4,L1PA16,82.459,3.57e-143,610,499,270,L1P4,15,1706.4906,-944.7273,L1P4,100
L1P4_chr1:110978106-110978723,L1P4,L1PB2,79.809,3.81e-123,629,433,234,L1P4,15,440.6517,-986.25824,L1P4,100
L1P4_chr1:117552222-117553478,L1P4,L1PB3,80.327,0.0,1286,926,501,L1P4,15,575.0137,-963.5126,L1P4,100
L1P4_chr1:120317923-120319123,L1P4,L1PA16,86.799,0.0,909,992,537,L1P4,4,1698.6028,-925.6837,L1P4,100
L1P4_chr1:120579261-120580462,L1P4,L1PA16,86.689,0.0,909,987,534,L1P4,4,1711.7372,-930.5651,L1P4,100
